90.361,54.937,43.667,24.898,10.153,6.1303,16.552,22.613,11.291,11.665,9.0763,5.053,6.4241,21.631,13.14,17.95
89.719,54.725,43.489,24.843,10.123,6.1082,16.46,22.638,11.276,11.608,9.1034,5.057,6.4059,21.513,13.108,17.991
89.086,54.515,43.313,24.79,10.093,6.0866,16.37,22.662,11.262,11.552,9.1306,5.061,6.3881,21.397,13.077,18.032
88.464,54.308,43.139,24.738,10.064,6.0656,16.281,22.686,11.248,11.497,9.1579,5.065,6.3705,21.284,13.047,18.073
87.852,54.104,42.968,24.687,10.034,6.0451,16.193,22.709,11.235,11.441,9.1851,5.0691,6.3533,21.173,13.017,18.113
87.249,53.902,42.798,24.638,10.005,6.0251,16.107,22.731,11.222,11.387,9.2123,5.0733,6.3364,21.064,12.988,18.153
86.656,53.703,42.631,24.59,9.9754,6.0056,16.023,22.752,11.211,11.333,9.2394,5.0774,6.3198,20.957,12.959,18.192
86.072,53.506,42.466,24.544,9.9462,5.9866,15.94,22.773,11.199,11.279,9.2666,5.0817,6.3035,20.852,12.931,18.232
85.497,53.312,42.303,24.498,9.9171,5.9681,15.858,22.793,11.188,11.226,9.2937,5.086,6.2876,20.749,12.903,18.27
84.93,53.12,42.142,24.454,9.8881,5.9501,15.778,22.813,11.178,11.174,9.3207,5.0903,6.2719,20.648,12.876,18.309
84.371,52.93,41.984,24.412,9.8592,5.9325,15.699,22.831,11.168,11.122,9.3477,5.0947,6.2565,20.548,12.85,18.346
83.821,52.743,41.827,24.37,9.8305,5.9154,15.622,22.849,11.159,11.071,9.3746,5.0991,6.2415,20.45,12.824,18.384
83.277,52.558,41.672,24.33,9.8018,5.8987,15.546,22.866,11.15,11.02,9.4014,5.1036,6.2267,20.353,12.798,18.421
82.742,52.376,41.52,24.29,9.7732,5.8825,15.471,22.883,11.142,10.969,9.4281,5.1081,6.2123,20.257,12.773,18.457
82.213,52.195,41.369,24.252,9.7448,5.8667,15.398,22.899,11.134,10.919,9.4548,5.1126,6.1981,20.162,12.749,18.493
